"feature","home_goal_coefficient","away_goal_coefficient"
"(Intercept)",0.270809905959214,0.189697936373881
"elo_diff",0.630078872024556,-0.63503008789012
"recent_win_rate_diff",-0.119971440476185,0.0995419539871081
"home_attack_vs_away_defense",-0.0424319313117569,0.013597440399006
"away_attack_vs_home_defense",0.0218219002946676,-0.0643919901198877
"recent_goal_diff_diff",0.0921234818832838,-0.101516828421978
"home_field",0.0744311843965399,-0.243576136354894
"host_country_diff",0.0304313048624772,-0.0548651155087992
"tournament_importance",0.000770630767902852,0.0707169891200292
