"threshold","tpr","fpr"
0.374436760322984,0.837662337662338,0.56687898089172
0.373087481560721,0.844155844155844,0.56687898089172
0.372727041094198,0.844155844155844,0.573248407643312
0.370054028705739,0.850649350649351,0.573248407643312
0.369835553918424,0.850649350649351,0.579617834394904
0.365799178116048,0.850649350649351,0.585987261146497
0.365560680258333,0.857142857142857,0.585987261146497
0.365548265186642,0.857142857142857,0.592356687898089
0.360804859600892,0.857142857142857,0.598726114649682
0.355521182075,0.857142857142857,0.605095541401274
0.355127501782924,0.863636363636364,0.605095541401274
0.351280528098181,0.863636363636364,0.611464968152866
0.349158548925496,0.87012987012987,0.611464968152866
0.347596638032938,0.876623376623377,0.611464968152866
0.34399718186186,0.876623376623377,0.617834394904459
0.343409863716787,0.883116883116883,0.617834394904459
0.339948707932336,0.88961038961039,0.617834394904459
0.330262219080226,0.88961038961039,0.624203821656051
0.327146219198826,0.88961038961039,0.630573248407643
0.325069309223864,0.88961038961039,0.636942675159236
0.321292623700508,0.896103896103896,0.636942675159236
0.319572731493898,0.896103896103896,0.643312101910828
0.317324178946983,0.896103896103896,0.64968152866242
0.315321459974378,0.896103896103896,0.656050955414013
0.315284305598114,0.896103896103896,0.662420382165605
0.313243704310351,0.902597402597403,0.662420382165605
0.312486519070246,0.909090909090909,0.662420382165605
0.307476788139937,0.909090909090909,0.668789808917197
0.306999767311313,0.909090909090909,0.67515923566879
0.304177474428348,0.909090909090909,0.681528662420382
0.301405048885828,0.909090909090909,0.687898089171974
0.301198941711167,0.909090909090909,0.694267515923567
0.30085617083793,0.909090909090909,0.700636942675159
0.29873751283678,0.909090909090909,0.707006369426752
0.298651813049053,0.909090909090909,0.713375796178344
0.29821470255469,0.915584415584416,0.713375796178344
0.297408199862928,0.915584415584416,0.719745222929936
0.297388683619096,0.915584415584416,0.726114649681529
0.296927246112289,0.922077922077922,0.726114649681529
0.291969080410827,0.922077922077922,0.732484076433121
0.291330843715875,0.922077922077922,0.738853503184713
0.287760606680513,0.922077922077922,0.745222929936306
0.284313165886262,0.928571428571429,0.745222929936306
0.284271906505875,0.928571428571429,0.751592356687898
0.281803928827833,0.928571428571429,0.75796178343949
0.281077048728502,0.935064935064935,0.75796178343949
0.279697156251249,0.935064935064935,0.764331210191083
0.276130185966089,0.935064935064935,0.770700636942675
0.275872774312036,0.935064935064935,0.777070063694268
0.26562492094587,0.941558441558442,0.777070063694268
0.259986531478394,0.941558441558442,0.78343949044586
0.259357206943707,0.941558441558442,0.789808917197452
0.249502577749755,0.941558441558442,0.796178343949045
0.245659598545102,0.941558441558442,0.802547770700637
0.243005554478245,0.948051948051948,0.802547770700637
0.236976194461434,0.954545454545455,0.802547770700637
0.236100007188895,0.961038961038961,0.802547770700637
0.234979051799983,0.967532467532468,0.802547770700637
0.233844481186245,0.967532467532468,0.808917197452229
0.233805050881488,0.967532467532468,0.815286624203822
0.232497222941566,0.974025974025974,0.815286624203822
0.222633211067367,0.974025974025974,0.821656050955414
0.219879458458095,0.980519480519481,0.821656050955414
0.211164402113634,0.980519480519481,0.828025477707006
0.208841234462398,0.980519480519481,0.834394904458599
0.204176957082876,0.980519480519481,0.840764331210191
0.203041198645673,0.980519480519481,0.847133757961783
0.200189565045796,0.980519480519481,0.853503184713376
0.192557424051594,0.987012987012987,0.853503184713376
0.18930241099945,0.987012987012987,0.859872611464968
0.189209334846011,0.987012987012987,0.86624203821656
0.189049109402397,0.993506493506494,0.86624203821656
0.18736215253767,0.993506493506494,0.872611464968153
0.185999334019632,0.993506493506494,0.878980891719745
0.173544651680776,0.993506493506494,0.885350318471338
0.167804420652918,0.993506493506494,0.89171974522293
0.16522132014865,0.993506493506494,0.898089171974522
0.160383504203167,0.993506493506494,0.904458598726115
0.154038063700548,0.993506493506494,0.910828025477707
0.153802174332935,0.993506493506494,0.917197452229299
0.145143790368109,0.993506493506494,0.923566878980892
0.14021465641123,0.993506493506494,0.929936305732484
0.124574084928326,0.993506493506494,0.936305732484076
0.0989627635064638,0.993506493506494,0.942675159235669
0.0939266209411758,0.993506493506494,0.949044585987261
0.0938211633057671,0.993506493506494,0.955414012738854
0.0928027238629404,0.993506493506494,0.961783439490446
0.0818025970481905,1,0.961783439490446
0.0713765542384395,1,0.968152866242038
0.065345199226537,1,0.974522292993631
0.0623474544542339,1,0.980891719745223
0.0479620597954996,1,0.987261146496815
0.0425243614660871,1,0.993630573248408
0.0131055314668914,1,1
0,1,1
